ID,Text,Sub-task A,Sub-task B
C7.982,Feminism working women se hatt ke sex alcohol pe aa gya he,OAG,NGEN
C4.1638,"desh ko barbaad Bollywood ni neta Kar rahe h har galat kaam ko permission neta
hi dete h feminism b netao ki den h . farzi netao ko Sirf vote chahiye .Jab
tak deserving candidates minister ni banenge tab tak farziwaada fake feminism
crime badta hi jaega i.infact yeh desh barbaad ho jaega.",OAG,NGEN
C4.1147,very nice ...mujhe b kabeer singh movie ekdam ghatiya lgi,NAG,NGEN
C9.262,"Rajdeep bhadba h Mc
h---[#bolne](http://www.youtube.com/results?search_query=%23bolne) ki azzadi h",OAG,GEN
C4.607,"Koi chutiye lakshay Chaudhary ko  
Ye video dikhao  
Maha chutiya hai wo",OAG,NGEN
C4.721.1,"Tu movie. Dekh kr khush ho bhai 2 ghante ki movie ke baad ab jee aur neet
clear hoga, ye sahi me bahut achhi movie hai tum wapis dekho bollywood ki
**unique** story 😂😂😂",NAG,NGEN
C4.733,Mai hairan tha ki kabir singh itna popular hua hi kyun...,NAG,NGEN
C7.661,"<https://youtu.be/47uX4qwlVnQ>  
  
Dekho vai BBC wale a kya bol rahi hain!!!",NAG,NGEN
C33.234,Yrrr ye log bimar hai na k love is love hdd hai yrrrr,CAG,NGEN
C4.1830,"Apna bhai ab de raha h kabir singh ka review jab ye movie max pe aati h
Sooryavansham ke saath .  
Bhai ek kaam kas kar kal Sooryavansham ka bhi review post kar dena .",NAG,NGEN
C36.1107,Ye sb to thik h......bt ye gays ko identify kaise krenge,NAG,NGEN
C7.2390,Bahut sukun mila bahut sukun mila☺☺☺☺☺,NAG,NGEN
C4.1899,Arre Bhai Bhai Bhai Bhai 2 din me 4 videos😎😎,NAG,NGEN
C9.179,Ye rajdeep kabhi nahi sudhrega √,NAG,NGEN
C33.176,"Jab asa hi khuda ko pasand hain to khuda, larki ko q paida Kiya,in dono me se
koi ek hi ko paida karta, ladka ya ladki, ae duniya walo meri baat dheyaan se
suno, qyamat ab jald hi aa ne Wali hain",CAG,NGEN
C7.857,Sahi se shave nh kiye ho kya bhaiya... Ek side trimmed h aur ek side nh😂😂,NAG,NGEN
C4.783,Ap sahi bol rhe h sb faltu h,NAG,NGEN
C4.1404,"Abhi Tak nahi Dekhi
[#kabirsingh](http://www.youtube.com/results?search_query=%23kabirsingh) 😬",NAG,NGEN
C7.878.2,Sachchai kadvi Hoti hai !!,NAG,NGEN
C7.2556,"Bhai reply Dena  
Review ke baad aur Kya job karte ho  
Sare movie kaise dekh lete ho",NAG,NGEN
C19.148,"Ye bhai aapne hi review rakh raha he jese ki usko cartoon movie a66i lagi toh
uske hi gungan gata phirega  
Jo movie a66i nahi lagti usko ""AAP MOVIE DEKH K COMMENT ME BATAYE AAPKO KESI
LAGI"" bas yahi line bolke chala jata he",CAG,NGEN
C10.319,"Libranduo ke kundee me  
Red chelle dalo",CAG,NGEN
C36.734,"Army chief right hai q ki aaj indian army ko world me respect hai to sirf
disciplines ki wjah se.  
Aur ye kon Media wala tha bc tell us his / her name ?",CAG,GEN
C7.541,Dhanyavaad chutiya ji,OAG,NGEN
C4.174.2,Apne baap k paiso ki leta tere baap ki le rha hu 😂😂,OAG,GEN
C7.1575,Pls Arjun reddy movie ka link bhejo,NAG,NGEN
C7.689,Tum jese log hi sexual harassment karte hai ghatiya soch,CAG,NGEN
C7.464,Abe pagal kya ghooma fira k baat karta hai point pe bolna ghade,CAG,NGEN
C38.763.1,shobhit kumar q kya galat hai isme?,NAG,NGEN
C7.1766,Oh hooooo pratik bhai aapne to keh k le li😜😜😂😂,NAG,NGEN
C7.755,"Libraandu aur femnist hindu Dharm ke Khilaaf Bolte h kabhi inhe islaam per
Bolte nhi dekha jaayega jabki aurto. Ko gulaam ki trah smjha jaata h",CAG,GEN
C9.291.2,"@Debadutta Khandayatray 😃 tera Gali बता रहा है तू कितना पड़ा लिखा  
असल में टरेको सब बैठे बैठे चाहिए फ्री में चाहिए जो नहीं मल रहा है इसलिए तू
तड़प रहा है!",CAG,NGEN
C4.923.3,"Chal be chutiye apna kam kar... Tere mar ja nay pai kisi ko fark nahi
padta.... Is k 1.7 million Subscribers hai.... Tere jai sa chutiya nahi hai
gandu",OAG,GEN
C4.870,"I agree with u dude.. .. Bollywood se bhut influence hota hai. .. .. Aajkl sab
khud ko Kabir singh samaj rahe hain.. ..",CAG,NGEN
C61.10,"Bhai log bhai log Dost Laut main sab ko bolna Chahta Hun Ki isko support mat
karo",CAG,NGEN
C33.129,"I am tomboy or jisko apni faltu ki bkwas krni krta rhy 377 act ny gay or
lesbian person ko Jaan di hy",NAG,NGEN
C10.513,"Yaad rakhna...Gand fatne wali hai ranga-billa or kunfu-kutto ki..... Budhape
me aurat sathiya gayee hai",OAG,NGEN
C7.2252,Sabit kya karna chahte ho film se....,NAG,NGEN
C7.2379.4,Jai Shree Ram,NAG,NGEN
C32.139,"Omg my god  
  
सभी कलाकारों को बधाई हो",NAG,NGEN
C4.1103,"SIR AAP HAMESHA LADKI KE BAARE MAI KUI DISCUSS KARTHE HO....KAHI AAP KA BHI
LADKI BAAZ TOH NAHI HO? J",NAG,NGEN
C26.224,"bhaijaan tum to mara bhai hoo , i believe in eye for an eye, tumna to 4 lashea
bichea ha, mana to tabbar he khatam krna ha , ak baar wo case waps lala, unki
ma maa chod ka rakh doonga, pehla to apni saas ko chodunga jisna mujpa jootha
case kia haa , mera baap pagal ho gyaa haaaa unki waja saa !!!",NAG,NGEN
C7.1687.4,"atiq rehman nikal lawfe phir , pehli fursat m nikal.",OAG,NGEN
C4.91.1,"@Kishan Mishra agar characters hi itne matter rakhte hai toh phir salman khan
ke tere naam wale character ko logo ne itna pasand kyun kiya.",NAG,NGEN
C46.2,Gupt ang jadse kaat dena jamanat main bhahar aye too kamduni basi,OAG,GEN
C7.609.1,Chup bey madarchod,OAG,GEN
C19.115.1,SUBHASH CHANDRA MAHTO sahi bat h Bhai chutiya sale maa chod di movie ki,OAG,GEN
C38.123,"@[2:49](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=2m49s) didi k liye
rickshaw bulwao koi BC.",OAG,GEN
C38.92,"Ye jaat admi number 1 dogla h  
Achche se samaj ae inko iskie English words no like😂😂",OAG,NGEN
C7.1859,Pagal hoo gya haiii laundaaaa....,CAG,NGEN
C19.125,Mubarak ka review jyada achha hota hai,NAG,NGEN
C7.484,"1.8k chutiyas disliked... hindustani bhau ka reply.... sab feminist girls out
there... teri bhi maaki chut... nikal lavdi...",OAG,GEN
C10.488.1,Itna patience arnab ko pehle baar dekh rha hu.,NAG,NGEN
C4.1332,"Bhai ek video tiktok k baare main bhi banayo plz. like guys for tiktok
chutiyapa roast",NAG,NGEN
C7.274,four more shots me jay nakara hai?,NAG,NGEN
C38.269,"Jo aadmi kehe reha tha khatam kar dunga....mujhe dr lag reha tha ki
kahin.....sherya aur timeliners walon ki hi na ""khatam"" karde....😂😂😂😅😅",NAG,NGEN
C38.119,Khatam karunga -madherchod sala bhosriwala,OAG,GEN
C4.1501,"Bhai... Maine toh """"Kabir Singh"""" Movie dekhi hi nhi... pata tha Chutiyapa se
bhaaara hua hoga...... 😂😂😂😂😂😂😂😂😂😂😂😂😂😂.......",NAG,NGEN
C9.84,"Are modi hmare vishwas krni ki aadat se khel rha ye kyoki jis pr tum hd se
jyada se jyada vishwas krte ho to vo tumhe chutiya smjhne lgta h jo bhkt nhi h
unko bdhai km se km vo chutiya to nhi bne.. Me to bna tha ab meri gand me
ungli daal kr mujhe hi chatne ko kha ja rha h.. Bhai glti hui jo anpd ko vote
diya sorry😔",OAG,GEN
C4.497,broo salil jamdarr ka bhi item songs par parody h...,NAG,NGEN
C4.1798,"bhai You are right but audience jo chahti hai wahi dikhayegi na bollywood?
Audience ka taste kab change hoga?",NAG,NGEN
C19.69,"[#Lowde](http://www.youtube.com/results?search_query=%23Lowde) Teri koi self-
respect nai hai kya ?  
[#Lund](http://www.youtube.com/results?search_query=%23Lund) jaisi Shakal
lekar kabhii bhi achhi se achhi Movie ka Postmartam karne aa Jaata hai..  
[#Bc](http://www.youtube.com/results?search_query=%23Bc)",OAG,GEN
C38.544,jaat or jhat,OAG,NGEN
C4.746,"America se india ko compare krne baad ye point aata hai ki .  
India me jo trend yaa problem abhi chal rhe hai wo America me 1940-1950 ke ass
paas chal rahe the....",NAG,NGEN
C4.849,pura Bollywood hi bekar he... pyar pyar lavd ka pyar,OAG,GEN
C10.1049.2,chutiya ho tum nrc aanewala kagaj jama karo.,NAG,NGEN
C36.682.1,@Gaurika Fry By Ritwik ye sabh bakhwas hain,NAG,NGEN
C7.1127,Liberals or faminist ki Maa KB😠,OAG,GEN
C7.1616.1,Fuck boy se karegi,OAG,GEN
C4.1027,"Are dada 🤪🤣  
🙄😄🤩kitni galti  
Sahid khan .... Kabir khan .....kabir singh",NAG,NGEN
C7.2359,"bilkul shi bol rhe ho sir 😍😍😍, chlo koi to hai jo ese logo k khilaf bol rha
hai....👏👏👏👏👏👏",NAG,NGEN
C29.17,बहुत सही जानकरी,NAG,NGEN
C38.663,jaat he ki jhatwa saale.,OAG,NGEN
C4.873,Bharat ki ladkiyo ko jei log randi banarahe bhosdike,OAG,GEN
C4.1908,"bhosdike movies review karta rahega? desh ki suraksha ke bare mein, dharm ke
bare mein kabhi sochta bhi hai?",OAG,GEN
C45.229.1,Bade bade kele ke sath,NAG,NGEN
C7.1687.3,@L Lawliet q beta tera mami bula rahi h kya milne ko fursat me😂😂😂😂😂😂,NAG,NGEN
C4.1146,"Ye saali chutiya film kabir singh abhi tak dekhi nhi, but mere dost pagal ho
rkhe iske songs k liye",NAG,NGEN
C4.1846,Mass hypnotism chal Raha he,NAG,NGEN
C7.1699,"Kaash mere pass thanos waali power hoti in sabhi  
liberaanduoo & faministoo  
Ko  
Kab ka hi  
Gayaab ( Garrdaa) kr detaa😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",CAG,NGEN
C10.80,Arundhati ☠️☠️☠️☠️☠️,NAG,NGEN
C9.137,Arundhati rapist ki bati ha to ranga bola uska bap hi hoga,OAG,GEN
C7.2572,"Is feminism ko sbse jyada bdhane me hamri sarkaar aur usse bhi jyada supreme
court jimmedaar hai ....Aur ye hi in feminists ko badhava dete hai.....  
[#sabrimala](http://www.youtube.com/results?search_query=%23sabrimala)",CAG,NGEN
C36.531,"Indian fauj main sab hee chakke Hain haan chief ne aur chakke Laine se Mana
kia hoga",CAG,GEN
C26.226.1,"maa chuda apni behen ke lawde , lagda hai teri maa ne vi tere baap de utte
fake case kra hai  
bhadwa saala",OAG,GEN
C7.1676,"They dont know a man's feeling.actual me ek ladka jab true love me betrayed
hote hai to yehi feelings ate hai unke ander.sandeep bhangra knows inner
feeling of a man.aur woh feelings woh khut khut ke bhardiye is film k
ander..har ek scene itna realistic hai ke mai kya batau..",NAG,NGEN
C7.1654,"Are review karo na, bak bak nahi",CAG,NGEN
C7.316,madarchodh mardangi dikhana hai to samne a do jhapad me mut dega,OAG,GEN
C4.1256,"Bahut achha bhai...  
Thanks....",NAG,NGEN
C20.305.1,Wahi to aaj tak bhi ek mystery h,NAG,NGEN
C9.253.1,@indian Ranga Billa desh ke Modi Shah hai and dalla media hai....,CAG,NGEN
C36.1023.1,Sahi kaha bhugat rage hain hum aaj,NAG,NGEN
C7.1587,Bhai bht mast👌👌👌👌👌👌👌,NAG,NGEN
C4.1457,Sashi taroor ke thisri aulad!,NAG,NGEN
C7.1394,Free mein Online se dekh ke revew de rahi ho,NAG,NGEN
C7.862,लिबरलों MC को बुरका अंडर लिपस्टिक अच्छी लगती है ।,OAG,GEN
C4.1964,"[7:26](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m26s) satya kaha gaya
hai...😂😂😂",NAG,NGEN
C7.730,Ek Dum Sahi bhaiya mere mooh ki baat chura li aapne,NAG,NGEN
C68.1340.4,Bangla sentence dikhao,NAG,NGEN
C26.258,jahangir bhai ne to ghazab ka kaam kiya,NAG,NGEN
C4.2141.4,"@ching pong bhai meri jaan... 2 saal +2 bs... Mera 7 saal ka relation hai...
25 age hai... Experience age aapse zyda h... Achi bat h agar lyf tym sath
rhe..... Or bhgwan na kre agar breakup hua kch hoge... To nam yad rkhna RAHUL
SHARMA.... Move on krna bhot hard hota hai...",NAG,NGEN
C36.1078.1,Tu gay hain kya bc,OAG,GEN
C10.953,"Yar ye chopra tho aaj kastro bana fir raha hai isane sale nee apana buut khud
hi piche banwa kar rakh liya hai 🤣😂😂😂bludy jockar 🍼🍼🍼🍼",OAG,NGEN
C7.1617,Kaha milte h aise log,NAG,NGEN
C4.444,"Merko toh khud bhot chutiya movie lagi bhenchod merko mera dost keh raha dekh
bhai bhot achhi movie hai dil chhu liya mera m ne isaliye dekhi movie warna
mai bollywood ki movie nahi dekhta mai hollywood he dekh ta hu",CAG,NGEN
C4.94,Bhai ap bhi director bn jao shyad koi achi movie aa jye market mai 😂,NAG,NGEN
C21.266,Dream girl ka karo pls,NAG,NGEN
C7.2527,इन liberals और feminists की बढ़ती जनसंख्या को 'THANOS' ही control कर सकता है l,CAG,NGEN
C7.1965,"Babhut sukoon mila [0:36](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=0m36s)  
Savage😎",NAG,NGEN
C4.1589,🤣🤣sahi hai guru..,NAG,NGEN
C9.322.1,"@vivek shahi vivek shahi moodi k bap se v nai drty aik var jihad ka ailan hony
de rhi bat islam ki to isi video pe dharam pe abuse kiye wo tuuhe nazar nai
aya isi liye me cmnt kia",CAG,NGEN
C4.587,# hat teri ... Ooooh,NAG,NGEN
C10.9,"Kasturi shankar want to piece on Christmas Christmas manana he use yaha kyu
bulana desh se use koi matlab nahi hai...cool samjhne wali",CAG,NGEN
C36.572,"homosexuals ko Dimagh k elaaj ki jaroorat ha  
saale psycho , pragriti k khilaaf jae ge to dunya barbaad ho jae gi",OAG,GEN
C7.1890,"कुछ काम दंदा करता है या खालि फाल्तु के वीडियॊज बनाते बैटा हॆ! तु ऒर तेरे
वीडियो ! तुपुक !!!!",CAG,NGEN
C32.159.2,Gujrat me kaha,NAG,NGEN
C19.191,फिल्म दिखा रहे हो तो रिएलिटी बताओ वरना कोई काम की बात नहीं..,CAG,NGEN
C20.101,"Me iske itne saare videos Dekh chuka Hu but still I don't understand ye Ladki
banke kyu ATA he ? Bhai ladka bane rehne me kya dikkat he ?",NAG,NGEN
C33.118,Nice vidiyo yarr,NAG,NGEN
C7.241,Sahi hai,NAG,NGEN
C4.190,Bhaaaaaisaaaab gand maaaar ri🔥🔥🔥🤣🤣,OAG,GEN
C7.626,Liberal na banu to kya conservative hona sahi hai??,NAG,NGEN
C36.540.1,Homosexual hijde nhi hote,OAG,NGEN
C36.942,क्यों भाई homosexual नहीं allow hai,NAG,NGEN
C38.717,"Bhai agar wo society me rahenge to unhe hi problem face karna padega  
Society change ho nai sakti khud ko change karo agar wo khud iss par proud
honge to dusre ke kahne se koi fark nai padega",CAG,NGEN
C9.128,"Bolne Aajaadi tabhi hai jab aap sahi bol rhe ho...  
Raajdeep bhi congress party ka unofficial member hai.....",NAG,NGEN
C7.1832,"koi mujhey batao ki ek ladki ko knife point pe almost rape karna, apni maid ko
glass todne pe harass karna kaunsa pyaar sikhata hai? preeti se pehle bhi
kabir ki personality problematic thi. usey anger management issues the. he
needed some serious mental treatment.",CAG,NGEN
C7.447,"Bhai tu liberals ko kuch bhi bol but indirectly Muslims ko kyun target Kar
raha hai I m unsubscribe you and Agar koi mjhse sehmat ho to isko dislike and
unsubscribe Karo",CAG,NGEN
C25.5,jutha mukedma kerne valo ko saja do,CAG,NGEN
C33.126,Asadharan,NAG,NGEN
C4.1290,"Kisi ne maanga tha kya bhai?  
Arre maa chudaye kabir singh. Mensutra gang ye sab movies nahi dekhte.",OAG,GEN
C61.888,Sali vikarin cody sali ranagat vik mago ranu mondal,OAG,NGEN
C7.2408,Bhai tu nashik se hain kya ???🤔🤔🤔,NAG,NGEN
C9.124,"चाहे जो भी का के सरदेसाई हमेशा अरुंधती को डिफेंड करेंगे, एक ही थैले के चट्टे
बट्टे है ।  
आप अरूंधटी के बारे में बात करेंगे तो तो अमित मालवीय का एग्जाम्पल देंगे",CAG,NGEN
C9.206,"Sarkar main baitha log jab hum logon ko unka education etc ke bare main galat
jankari deta hai sahi hai. Aur hum galat jankari de toh sarkar pe biswas nahi
hai ? Sahi aur galat kuch nahi hota hai. Winner ka kaha hamesha sahi hota hai.
Hum dekhenge ................ kon jit ta hai.",CAG,NGEN
C7.1362,"Negativity ki dukan hai  
Chamche",CAG,NGEN
C7.2570.5,@Faluda Fanatic movie dekhi hai. It was OK,NAG,NGEN
C26.63,"Seedha sa ek law bana deejeyey ki agar ye proof hota hai ki agar wife key
allegations galat saabit hotey hain chahey usmain kitna hi time Lacey....lekin
agar ye saabit ho ki allegations galat hain to WIFE KO JAIL HOGI ....",NAG,NGEN
C36.847,"Areee yr armed forces ko to alg rkho yr aur bhot sare ways hai country ki
serve krne ke .",CAG,NGEN
C59.1648,Jio boss jio,NAG,NGEN
C7.1736,"Feminist ki maa ki aankh..main gussa feel kar paa raha hu..Mere man me bhi
yahi aakrosh hai",OAG,NGEN
C9.256,Sarkar mei vishwaas ho ya ni itna pata pad gaya gi yeh lekhak chutiya hai...,OAG,GEN
C33.304,"आ भी जा सनम,  
यूं ना कर सितम ,  
तेरी बह###",NAG,NGEN
C9.313.5,"तशरीफ ऐसी तोड़ी है तौबा,की आज भी चींखें निकलती है पैखाने में!  
और वो टूटी लाठियों का भी हिसाब जोड़ रहे हैं जुर्माने में,!😀😀😁",NAG,NGEN
C4.2119,Issa jada ghabraya hua apko kabhi nahi dekha power of kabir singh😁,NAG,NGEN
C20.176.3,"@Aparajita Burjwal oi oi oi shun 98.2% fake dowry case and 73.3% false rape
cases in India ncrb k mutabik",CAG,NGEN
C4.290,Bhai dabaang 3 ke trailer pe toh review banta hai😂😂,NAG,NGEN
C4.1621,Bhai left bottom pe dekh video ka kitne jaldi mai video edit kiya hai,NAG,NGEN
C36.428,"Ladki bhi to gand marwati hai.... Usko apni maa kyu bolte Ho...... Aur
homosexual bhi usi maa ke bacche hai",OAG,GEN
C4.1042,"Yeah point ekdum Sahi hai ....film ka influence bahot Hota hai .....Mera dost
ne apna FB id n pubg mei naam rakh liya hai Kabir Singh + photo v usi Ka hai
😂😂😂",NAG,NGEN
C7.2165.2,"Agar aisa hi reviews ke naam par politics ki baatein hoti rahegi toh mein likh
ke deta hoon 1M iss channel ke kabhi nhi honge.100%guaranteed mein deta hoon
nhi honge 1M kabhi bhi.👍😶  
Agar pehle jaise pratik pure movie reviews de toh bohut jaldi subscribers
badhenge.👍",NAG,NGEN
C7.2220,Sach bataiye speech prepare ki thi na😛,NAG,NGEN
C19.131,"Movie movie dekne ke phle section 375 or 376 dono ke points pdna achaa rhega
ky...  
  
Me padh liya😂😂",NAG,NGEN
C32.129.1,AO NA,NAG,NGEN
C4.1231,Ek time Tha jb Bhai ne hi Arjun readdy suggest ki thi .😅,NAG,NGEN
C43.23,☺ ab lga ki india baqai badal raha he👭👬👫❤,NAG,NGEN
C61.69,Kisi ko auqadh se jiyada nhi milna chahiye .. Get lost,OAG,NGEN
C19.58,"**पहले मूवी रिव्यू करना सीखो उसके बाद करो।** यह मूवी रेप की धारा 375 के
दुरुपयोग के ऊपर है कि महिलाएं किस प्रकार इस धारा का दुरुपयोग करती हैं। और समाज
और अंधा मीडिया किस तरह से एक पुरुष को भी हमेशा दोषी मान लेता है",CAG,NGEN
C4.180,"Puri movie main sab bakchodi Karli bus padai nahin Kari. Upar see ye MC topper
Hain....  
Upar see Bhai sahab Alcohol pee ke ye 400+ surgery karta hai.",OAG,GEN
C26.140,"Weldon jahangir bhai aise kutto k sath aisa he hona... duro k ma papo ko kuch
smjhte he nhi ye log...",OAG,NGEN
C32.17,MUJHE HANDSOME GAY HUSBAND CHAHIYE 😭,NAG,NGEN
C7.1087,"Liberals/feminists ko rote hue dekhkar dil ko sukun mil gya😂... That was epic
Pratik Bhaiyya❤",CAG,NGEN
C7.448,"Sir Light white ki kya zarurath hai . Movie thodi bana rahe ho , aur apki ki
feminist wali baat toh sahi magar aap aksar review kum apna frustration zyada
nikaal te ho . 😛",CAG,NGEN
C7.2206.2,"Yes yes yes .... Vo best part Hai video ka 😂😂😂  
Koi feminist ispe kuch nahi bolega ab  
Pratik Bhai rocks 😎😎😎",NAG,NGEN
